순번,국립공원,사무소,관리지구,탐방지역,일자,전체 탐방객수
1241,설악산,설악산,오색지구,약수터입구,2018.4.14,227
1242,설악산,설악산,오색지구,용소폭포,2018.4.14,82
1243,설악산,설악산,오색지구,흘림골,2018.4.14,0
1244,설악산,설악산,장수대지구,장수대,2018.4.14,0
1245,설악산,설악산,장수대지구,한계령,2018.4.14,0
1246,설악산,설악산,백담지구,남교리,2018.4.14,0
1247,설악산,설악산,백담지구,백담,2018.4.14,2208
1248,설악산,설악산,점봉산,점봉산(곰배령),2018.4.14,0
1249,설악산,설악산,설악동,설악동,2018.4.15,13146
1250,설악산,설악산,설악동,설악동 야영장,2018.4.15,54
1251,설악산,설악산,설악동,설악동 탐방안내소,2018.4.15,0
1252,설악산,설악산,오색지구,남설악,2018.4.15,0
1253,설악산,설악산,오색지구,약수터입구,2018.4.15,603
1254,설악산,설악산,오색지구,용소폭포,2018.4.15,349
1255,설악산,설악산,오색지구,흘림골,2018.4.15,0
1256,설악산,설악산,장수대지구,장수대,2018.4.15,0
1257,설악산,설악산,장수대지구,한계령,2018.4.15,0
1258,설악산,설악산,백담지구,남교리,2018.4.15,0
1259,설악산,설악산,백담지구,백담,2018.4.15,2578
1260,설악산,설악산,점봉산,점봉산(곰배령),2018.4.15,0
1261,설악산,설악산,설악동,설악동,2018.4.16,4704
1262,설악산,설악산,설악동,설악동 야영장,2018.4.16,33
1263,설악산,설악산,설악동,설악동 탐방안내소,2018.4.16,0
1264,설악산,설악산,오색지구,남설악,2018.4.16,0
1265,설악산,설악산,오색지구,약수터입구,2018.4.16,214
1266,설악산,설악산,오색지구,용소폭포,2018.4.16,124
1267,설악산,설악산,오색지구,흘림골,2018.4.16,0
1268,설악산,설악산,장수대지구,장수대,2018.4.16,0
1269,설악산,설악산,장수대지구,한계령,2018.4.16,0
1270,설악산,설악산,백담지구,남교리,2018.4.16,0
1271,설악산,설악산,백담지구,백담,2018.4.16,750
1272,설악산,설악산,점봉산,점봉산(곰배령),2018.4.16,0
1273,설악산,설악산,설악동,설악동,2018.4.17,5717
1274,설악산,설악산,설악동,설악동 야영장,2018.4.17,30
1275,설악산,설악산,설악동,설악동 탐방안내소,2018.4.17,0
1276,설악산,설악산,오색지구,남설악,2018.4.17,0
1277,설악산,설악산,오색지구,약수터입구,2018.4.17,213
1278,설악산,설악산,오색지구,용소폭포,2018.4.17,184
1279,설악산,설악산,오색지구,흘림골,2018.4.17,0
1280,설악산,설악산,장수대지구,장수대,2018.4.17,0
1281,설악산,설악산,장수대지구,한계령,2018.4.17,0
1282,설악산,설악산,백담지구,남교리,2018.4.17,0
1283,설악산,설악산,백담지구,백담,2018.4.17,601
1284,설악산,설악산,점봉산,점봉산(곰배령),2018.4.17,0
1285,설악산,설악산,설악동,설악동,2018.4.18,5374
1286,설악산,설악산,설악동,설악동 야영장,2018.4.18,24
1287,설악산,설악산,설악동,설악동 탐방안내소,2018.4.18,0
1288,설악산,설악산,오색지구,남설악,2018.4.18,0
1289,설악산,설악산,오색지구,약수터입구,2018.4.18,229
1290,설악산,설악산,오색지구,용소폭포,2018.4.18,26
1291,설악산,설악산,오색지구,흘림골,2018.4.18,0
1292,설악산,설악산,장수대지구,장수대,2018.4.18,0
1293,설악산,설악산,장수대지구,한계령,2018.4.18,0
1294,설악산,설악산,백담지구,남교리,2018.4.18,0
1295,설악산,설악산,백담지구,백담,2018.4.18,585
1296,설악산,설악산,점봉산,점봉산(곰배령),2018.4.18,0
1297,설악산,설악산,설악동,설악동,2018.4.19,4295
1298,설악산,설악산,설악동,설악동 야영장,2018.4.19,24
1299,설악산,설악산,설악동,설악동 탐방안내소,2018.4.19,0
1300,설악산,설악산,오색지구,남설악,2018.4.19,0
1301,설악산,설악산,오색지구,약수터입구,2018.4.19,215
1302,설악산,설악산,오색지구,용소폭포,2018.4.19,334
1303,설악산,설악산,오색지구,흘림골,2018.4.19,0
1304,설악산,설악산,장수대지구,장수대,2018.4.19,0
1305,설악산,설악산,장수대지구,한계령,2018.4.19,0
1306,설악산,설악산,백담지구,남교리,2018.4.19,0
1307,설악산,설악산,백담지구,백담,2018.4.19,848
1308,설악산,설악산,점봉산,점봉산(곰배령),2018.4.19,0
1309,설악산,설악산,설악동,설악동,2018.4.20,7504
1310,설악산,설악산,설악동,설악동 야영장,2018.4.20,87
1311,설악산,설악산,설악동,설악동 탐방안내소,2018.4.20,0
1312,설악산,설악산,오색지구,남설악,2018.4.20,0
1313,설악산,설악산,오색지구,약수터입구,2018.4.20,292
1314,설악산,설악산,오색지구,용소폭포,2018.4.20,135
1315,설악산,설악산,오색지구,흘림골,2018.4.20,0
1316,설악산,설악산,장수대지구,장수대,2018.4.20,0
1317,설악산,설악산,장수대지구,한계령,2018.4.20,0
1318,설악산,설악산,백담지구,남교리,2018.4.20,0
1319,설악산,설악산,백담지구,백담,2018.4.20,677
1320,설악산,설악산,점봉산,점봉산(곰배령),2018.4.20,0
1321,설악산,설악산,설악동,설악동,2018.4.21,12948
1322,설악산,설악산,설악동,설악동 야영장,2018.4.21,159
1323,설악산,설악산,설악동,설악동 탐방안내소,2018.4.21,0
1324,설악산,설악산,오색지구,남설악,2018.4.21,0
1325,설악산,설악산,오색지구,약수터입구,2018.4.21,688
1326,설악산,설악산,오색지구,용소폭포,2018.4.21,454
1327,설악산,설악산,오색지구,흘림골,2018.4.21,0
1328,설악산,설악산,장수대지구,장수대,2018.4.21,0
1329,설악산,설악산,장수대지구,한계령,2018.4.21,0
1330,설악산,설악산,백담지구,남교리,2018.4.21,0
1331,설악산,설악산,백담지구,백담,2018.4.21,3348
1332,설악산,설악산,점봉산,점봉산(곰배령),2018.4.21,708
1333,설악산,설악산,설악동,설악동,2018.4.22,11872
1334,설악산,설악산,설악동,설악동 야영장,2018.4.22,6
1335,설악산,설악산,설악동,설악동 탐방안내소,2018.4.22,0
1336,설악산,설악산,오색지구,남설악,2018.4.22,0
1337,설악산,설악산,오색지구,약수터입구,2018.4.22,473
1338,설악산,설악산,오색지구,용소폭포,2018.4.22,261
1339,설악산,설악산,오색지구,흘림골,2018.4.22,0
1340,설악산,설악산,장수대지구,장수대,2018.4.22,0
1341,설악산,설악산,장수대지구,한계령,2018.4.22,0
1342,설악산,설악산,백담지구,남교리,2018.4.22,0
1343,설악산,설악산,백담지구,백담,2018.4.22,591
1344,설악산,설악산,점봉산,점봉산(곰배령),2018.4.22,688
1345,설악산,설악산,설악동,설악동,2018.4.23,2100
1346,설악산,설악산,설악동,설악동 야영장,2018.4.23,6
1347,설악산,설악산,설악동,설악동 탐방안내소,2018.4.23,0
1348,설악산,설악산,오색지구,남설악,2018.4.23,0
1349,설악산,설악산,오색지구,약수터입구,2018.4.23,82
1350,설악산,설악산,오색지구,용소폭포,2018.4.23,17
1351,설악산,설악산,오색지구,흘림골,2018.4.23,0
1352,설악산,설악산,장수대지구,장수대,2018.4.23,0
1353,설악산,설악산,장수대지구,한계령,2018.4.23,0
1354,설악산,설악산,백담지구,남교리,2018.4.23,0
1355,설악산,설악산,백담지구,백담,2018.4.23,440
1356,설악산,설악산,점봉산,점봉산(곰배령),2018.4.23,0
1357,설악산,설악산,설악동,설악동,2018.4.24,2614
1358,설악산,설악산,설악동,설악동 야영장,2018.4.24,18
1359,설악산,설악산,설악동,설악동 탐방안내소,2018.4.24,0
1360,설악산,설악산,오색지구,남설악,2018.4.24,0
1361,설악산,설악산,오색지구,약수터입구,2018.4.24,293
1362,설악산,설악산,오색지구,용소폭포,2018.4.24,143
1363,설악산,설악산,오색지구,흘림골,2018.4.24,0
1364,설악산,설악산,장수대지구,장수대,2018.4.24,0
1365,설악산,설악산,장수대지구,한계령,2018.4.24,0
1366,설악산,설악산,백담지구,남교리,2018.4.24,0
1367,설악산,설악산,백담지구,백담,2018.4.24,707
1368,설악산,설악산,점봉산,점봉산(곰배령),2018.4.24,0
1369,설악산,설악산,설악동,설악동,2018.4.25,4384
1370,설악산,설악산,설악동,설악동 야영장,2018.4.25,33
1371,설악산,설악산,설악동,설악동 탐방안내소,2018.4.25,0
1372,설악산,설악산,오색지구,남설악,2018.4.25,0
1373,설악산,설악산,오색지구,약수터입구,2018.4.25,353
1374,설악산,설악산,오색지구,용소폭포,2018.4.25,134
1375,설악산,설악산,오색지구,흘림골,2018.4.25,0
1376,설악산,설악산,장수대지구,장수대,2018.4.25,0
1377,설악산,설악산,장수대지구,한계령,2018.4.25,0
1378,설악산,설악산,백담지구,남교리,2018.4.25,0
1379,설악산,설악산,백담지구,백담,2018.4.25,511
1380,설악산,설악산,점봉산,점봉산(곰배령),2018.4.25,454
1381,설악산,설악산,설악동,설악동,2018.4.26,5009
1382,설악산,설악산,설악동,설악동 야영장,2018.4.26,33
1383,설악산,설악산,설악동,설악동 탐방안내소,2018.4.26,0
1384,설악산,설악산,오색지구,남설악,2018.4.26,0
1385,설악산,설악산,오색지구,약수터입구,2018.4.26,315
1386,설악산,설악산,오색지구,용소폭포,2018.4.26,354
1387,설악산,설악산,오색지구,흘림골,2018.4.26,0
1388,설악산,설악산,장수대지구,장수대,2018.4.26,0
1389,설악산,설악산,장수대지구,한계령,2018.4.26,0
1390,설악산,설악산,백담지구,남교리,2018.4.26,0
1391,설악산,설악산,백담지구,백담,2018.4.26,870
1392,설악산,설악산,점봉산,점봉산(곰배령),2018.4.26,350
1393,설악산,설악산,설악동,설악동,2018.4.27,6745
1394,설악산,설악산,설악동,설악동 야영장,2018.4.27,99
1395,설악산,설악산,설악동,설악동 탐방안내소,2018.4.27,0
1396,설악산,설악산,오색지구,남설악,2018.4.27,0
1397,설악산,설악산,오색지구,약수터입구,2018.4.27,363
1398,설악산,설악산,오색지구,용소폭포,2018.4.27,201
1399,설악산,설악산,오색지구,흘림골,2018.4.27,0
1400,설악산,설악산,장수대지구,장수대,2018.4.27,0
1401,설악산,설악산,장수대지구,한계령,2018.4.27,0
1402,설악산,설악산,백담지구,남교리,2018.4.27,0
1403,설악산,설악산,백담지구,백담,2018.4.27,908
1404,설악산,설악산,점봉산,점봉산(곰배령),2018.4.27,429
1405,설악산,설악산,설악동,설악동,2018.4.28,12050
1406,설악산,설악산,설악동,설악동 야영장,2018.4.28,216
1407,설악산,설악산,설악동,설악동 탐방안내소,2018.4.28,0
1408,설악산,설악산,오색지구,남설악,2018.4.28,0
1409,설악산,설악산,오색지구,약수터입구,2018.4.28,870
1410,설악산,설악산,오색지구,용소폭포,2018.4.28,667
1411,설악산,설악산,오색지구,흘림골,2018.4.28,0
1412,설악산,설악산,장수대지구,장수대,2018.4.28,0
1413,설악산,설악산,장수대지구,한계령,2018.4.28,0
1414,설악산,설악산,백담지구,남교리,2018.4.28,0
1415,설악산,설악산,백담지구,백담,2018.4.28,3564
1416,설악산,설악산,점봉산,점봉산(곰배령),2018.4.28,703
1417,설악산,설악산,설악동,설악동,2018.4.29,11113
1418,설악산,설악산,설악동,설악동 야영장,2018.4.29,111
1419,설악산,설악산,설악동,설악동 탐방안내소,2018.4.29,0
1420,설악산,설악산,오색지구,남설악,2018.4.29,0
1421,설악산,설악산,오색지구,약수터입구,2018.4.29,841
1422,설악산,설악산,오색지구,용소폭포,2018.4.29,268
1423,설악산,설악산,오색지구,흘림골,2018.4.29,0
1424,설악산,설악산,장수대지구,장수대,2018.4.29,0
1425,설악산,설악산,장수대지구,한계령,2018.4.29,0
1426,설악산,설악산,백담지구,남교리,2018.4.29,0
1427,설악산,설악산,백담지구,백담,2018.4.29,2948
1428,설악산,설악산,점봉산,점봉산(곰배령),2018.4.29,1138
1429,설악산,설악산,설악동,설악동,2018.4.30,7600
1430,설악산,설악산,설악동,설악동 야영장,2018.4.30,102
1431,설악산,설악산,설악동,설악동 탐방안내소,2018.4.30,0
1432,설악산,설악산,오색지구,남설악,2018.4.30,0
1433,설악산,설악산,오색지구,약수터입구,2018.4.30,450
1434,설악산,설악산,오색지구,용소폭포,2018.4.30,247
1435,설악산,설악산,오색지구,흘림골,2018.4.30,0
1436,설악산,설악산,장수대지구,장수대,2018.4.30,0
1437,설악산,설악산,장수대지구,한계령,2018.4.30,0
1438,설악산,설악산,백담지구,남교리,2018.4.30,0
1439,설악산,설악산,백담지구,백담,2018.4.30,907
1440,설악산,설악산,점봉산,점봉산(곰배령),2018.4.30,0
1441,설악산,설악산,설악동,설악동,2018.5.1,6215
1442,설악산,설악산,설악동,설악동 야영장,2018.5.1,24
1443,설악산,설악산,설악동,설악동 탐방안내소,2018.5.1,0
1444,설악산,설악산,오색지구,남설악,2018.5.1,0
1445,설악산,설악산,오색지구,약수터입구,2018.5.1,587
1446,설악산,설악산,오색지구,용소폭포,2018.5.1,280
1447,설악산,설악산,오색지구,흘림골,2018.5.1,0
1448,설악산,설악산,장수대지구,장수대,2018.5.1,0
1449,설악산,설악산,장수대지구,한계령,2018.5.1,0
1450,설악산,설악산,백담지구,남교리,2018.5.1,0
1451,설악산,설악산,백담지구,백담,2018.5.1,2070
1452,설악산,설악산,점봉산,점봉산(곰배령),2018.5.1,0
1453,설악산,설악산,설악동,설악동,2018.5.2,2096
1454,설악산,설악산,설악동,설악동 야영장,2018.5.2,16
1455,설악산,설악산,설악동,설악동 탐방안내소,2018.5.2,0
1456,설악산,설악산,오색지구,남설악,2018.5.2,0
1457,설악산,설악산,오색지구,약수터입구,2018.5.2,434
1458,설악산,설악산,오색지구,용소폭포,2018.5.2,24
1459,설악산,설악산,오색지구,흘림골,2018.5.2,0
1460,설악산,설악산,장수대지구,장수대,2018.5.2,0
1461,설악산,설악산,장수대지구,한계령,2018.5.2,0
1462,설악산,설악산,백담지구,남교리,2018.5.2,0
1463,설악산,설악산,백담지구,백담,2018.5.2,266
1464,설악산,설악산,점봉산,점봉산(곰배령),2018.5.2,264
1465,설악산,설악산,설악동,설악동,2018.5.3,3548
1466,설악산,설악산,설악동,설악동 야영장,2018.5.3,24
1467,설악산,설악산,설악동,설악동 탐방안내소,2018.5.3,0
1468,설악산,설악산,오색지구,남설악,2018.5.3,0
1469,설악산,설악산,오색지구,약수터입구,2018.5.3,169
1470,설악산,설악산,오색지구,용소폭포,2018.5.3,393
1471,설악산,설악산,오색지구,흘림골,2018.5.3,0
1472,설악산,설악산,장수대지구,장수대,2018.5.3,0
1473,설악산,설악산,장수대지구,한계령,2018.5.3,0
1474,설악산,설악산,백담지구,남교리,2018.5.3,0
1475,설악산,설악산,백담지구,백담,2018.5.3,472
1476,설악산,설악산,점봉산,점봉산(곰배령),2018.5.3,223
1477,설악산,설악산,설악동,설악동,2018.5.4,2758
1478,설악산,설악산,설악동,설악동 야영장,2018.5.4,184
1479,설악산,설악산,설악동,설악동 탐방안내소,2018.5.4,0
1480,설악산,설악산,오색지구,남설악,2018.5.4,0
1481,설악산,설악산,오색지구,약수터입구,2018.5.4,387
1482,설악산,설악산,오색지구,용소폭포,2018.5.4,204
1483,설악산,설악산,오색지구,흘림골,2018.5.4,0
1484,설악산,설악산,장수대지구,장수대,2018.5.4,0
1485,설악산,설악산,장수대지구,한계령,2018.5.4,0
1486,설악산,설악산,백담지구,남교리,2018.5.4,0
1487,설악산,설악산,백담지구,백담,2018.5.4,531
1488,설악산,설악산,점봉산,점봉산(곰배령),2018.5.4,460
1489,설악산,설악산,설악동,설악동,2018.5.5,9790
1490,설악산,설악산,설악동,설악동 야영장,2018.5.5,624
1491,설악산,설악산,설악동,설악동 탐방안내소,2018.5.5,0
1492,설악산,설악산,오색지구,남설악,2018.5.5,0
1493,설악산,설악산,오색지구,약수터입구,2018.5.5,1112
1494,설악산,설악산,오색지구,용소폭포,2018.5.5,345
1495,설악산,설악산,오색지구,흘림골,2018.5.5,0
1496,설악산,설악산,장수대지구,장수대,2018.5.5,0
1497,설악산,설악산,장수대지구,한계령,2018.5.5,0
1498,설악산,설악산,백담지구,남교리,2018.5.5,0
1499,설악산,설악산,백담지구,백담,2018.5.5,3508
1500,설악산,설악산,점봉산,점봉산(곰배령),2018.5.5,568
1501,설악산,설악산,설악동,설악동,2018.5.6,10393
1502,설악산,설악산,설악동,설악동 야영장,2018.5.6,552
1503,설악산,설악산,설악동,설악동 탐방안내소,2018.5.6,0
1504,설악산,설악산,오색지구,남설악,2018.5.6,0
1505,설악산,설악산,오색지구,약수터입구,2018.5.6,892
1506,설악산,설악산,오색지구,용소폭포,2018.5.6,154
1507,설악산,설악산,오색지구,흘림골,2018.5.6,0
1508,설악산,설악산,장수대지구,장수대,2018.5.6,0
1509,설악산,설악산,장수대지구,한계령,2018.5.6,0
1510,설악산,설악산,백담지구,남교리,2018.5.6,0
1511,설악산,설악산,백담지구,백담,2018.5.6,2493
1512,설악산,설악산,점봉산,점봉산(곰배령),2018.5.6,1167
1513,설악산,설악산,설악동,설악동,2018.5.7,10910
1514,설악산,설악산,설악동,설악동 야영장,2018.5.7,64
1515,설악산,설악산,설악동,설악동 탐방안내소,2018.5.7,0
1516,설악산,설악산,오색지구,남설악,2018.5.7,0
1517,설악산,설악산,오색지구,약수터입구,2018.5.7,827
1518,설악산,설악산,오색지구,용소폭포,2018.5.7,413
1519,설악산,설악산,오색지구,흘림골,2018.5.7,0
1520,설악산,설악산,장수대지구,장수대,2018.5.7,0
1521,설악산,설악산,장수대지구,한계령,2018.5.7,0
1522,설악산,설악산,백담지구,남교리,2018.5.7,0
1523,설악산,설악산,백담지구,백담,2018.5.7,1269
1524,설악산,설악산,점봉산,점봉산(곰배령),2018.5.7,0
1525,설악산,설악산,설악동,설악동,2018.5.8,2087
1526,설악산,설악산,설악동,설악동 야영장,2018.5.8,36
1527,설악산,설악산,설악동,설악동 탐방안내소,2018.5.8,0
1528,설악산,설악산,오색지구,남설악,2018.5.8,0
1529,설악산,설악산,오색지구,약수터입구,2018.5.8,154
1530,설악산,설악산,오색지구,용소폭포,2018.5.8,50
1531,설악산,설악산,오색지구,흘림골,2018.5.8,0
1532,설악산,설악산,장수대지구,장수대,2018.5.8,0
1533,설악산,설악산,장수대지구,한계령,2018.5.8,0
1534,설악산,설악산,백담지구,남교리,2018.5.8,0
1535,설악산,설악산,백담지구,백담,2018.5.8,352
1536,설악산,설악산,점봉산,점봉산(곰배령),2018.5.8,0
1537,설악산,설악산,설악동,설악동,2018.5.9,3114
1538,설악산,설악산,설악동,설악동 야영장,2018.5.9,48
1539,설악산,설악산,설악동,설악동 탐방안내소,2018.5.9,0
1540,설악산,설악산,오색지구,남설악,2018.5.9,0
1541,설악산,설악산,오색지구,약수터입구,2018.5.9,292
1542,설악산,설악산,오색지구,용소폭포,2018.5.9,117
1543,설악산,설악산,오색지구,흘림골,2018.5.9,0
1544,설악산,설악산,장수대지구,장수대,2018.5.9,0
1545,설악산,설악산,장수대지구,한계령,2018.5.9,0
1546,설악산,설악산,백담지구,남교리,2018.5.9,0
1547,설악산,설악산,백담지구,백담,2018.5.9,459
1548,설악산,설악산,점봉산,점봉산(곰배령),2018.5.9,397
1549,설악산,설악산,설악동,설악동,2018.5.10,5231
1550,설악산,설악산,설악동,설악동 야영장,2018.5.10,36
1551,설악산,설악산,설악동,설악동 탐방안내소,2018.5.10,0
1552,설악산,설악산,오색지구,남설악,2018.5.10,0
1553,설악산,설악산,오색지구,약수터입구,2018.5.10,380
1554,설악산,설악산,오색지구,용소폭포,2018.5.10,507
1555,설악산,설악산,오색지구,흘림골,2018.5.10,0
1556,설악산,설악산,장수대지구,장수대,2018.5.10,0
1557,설악산,설악산,장수대지구,한계령,2018.5.10,0
1558,설악산,설악산,백담지구,남교리,2018.5.10,0
1559,설악산,설악산,백담지구,백담,2018.5.10,720
1560,설악산,설악산,점봉산,점봉산(곰배령),2018.5.10,473
1561,설악산,설악산,설악동,설악동,2018.5.11,5191
1562,설악산,설악산,설악동,설악동 야영장,2018.5.11,140
1563,설악산,설악산,설악동,설악동 탐방안내소,2018.5.11,0
1564,설악산,설악산,오색지구,남설악,2018.5.11,0
1565,설악산,설악산,오색지구,약수터입구,2018.5.11,294
1566,설악산,설악산,오색지구,용소폭포,2018.5.11,97
1567,설악산,설악산,오색지구,흘림골,2018.5.11,0
1568,설악산,설악산,장수대지구,장수대,2018.5.11,0
1569,설악산,설악산,장수대지구,한계령,2018.5.11,0
1570,설악산,설악산,백담지구,남교리,2018.5.11,0
1571,설악산,설악산,백담지구,백담,2018.5.11,907
1572,설악산,설악산,점봉산,점봉산(곰배령),2018.5.11,470
1573,설악산,설악산,설악동,설악동,2018.5.12,5279
1574,설악산,설악산,설악동,설악동 야영장,2018.5.12,172
1575,설악산,설악산,설악동,설악동 탐방안내소,2018.5.12,0
1576,설악산,설악산,오색지구,남설악,2018.5.12,0
1577,설악산,설악산,오색지구,약수터입구,2018.5.12,330
1578,설악산,설악산,오색지구,용소폭포,2018.5.12,229
1579,설악산,설악산,오색지구,흘림골,2018.5.12,0
1580,설악산,설악산,장수대지구,장수대,2018.5.12,0
1581,설악산,설악산,장수대지구,한계령,2018.5.12,0
1582,설악산,설악산,백담지구,남교리,2018.5.12,0
1583,설악산,설악산,백담지구,백담,2018.5.12,1891
1584,설악산,설악산,점봉산,점봉산(곰배령),2018.5.12,843
1585,설악산,설악산,설악동,설악동,2018.5.13,9031
1586,설악산,설악산,설악동,설악동 야영장,2018.5.13,68
1587,설악산,설악산,설악동,설악동 탐방안내소,2018.5.13,0
1588,설악산,설악산,오색지구,남설악,2018.5.13,0
1589,설악산,설악산,오색지구,약수터입구,2018.5.13,844
1590,설악산,설악산,오색지구,용소폭포,2018.5.13,257
1591,설악산,설악산,오색지구,흘림골,2018.5.13,0
1592,설악산,설악산,장수대지구,장수대,2018.5.13,0
1593,설악산,설악산,장수대지구,한계령,2018.5.13,0
1594,설악산,설악산,백담지구,남교리,2018.5.13,0
1595,설악산,설악산,백담지구,백담,2018.5.13,1783
1596,설악산,설악산,점봉산,점봉산(곰배령),2018.5.13,1292
1597,설악산,설악산,설악동,설악동,2018.5.14,3932
1598,설악산,설악산,설악동,설악동 야영장,2018.5.14,64
1599,설악산,설악산,설악동,설악동 탐방안내소,2018.5.14,0
1600,설악산,설악산,오색지구,남설악,2018.5.14,0
1601,설악산,설악산,오색지구,약수터입구,2018.5.14,313
1602,설악산,설악산,오색지구,용소폭포,2018.5.14,289
1603,설악산,설악산,오색지구,흘림골,2018.5.14,0
1604,설악산,설악산,장수대지구,장수대,2018.5.14,0
1605,설악산,설악산,장수대지구,한계령,2018.5.14,0
1606,설악산,설악산,백담지구,남교리,2018.5.14,0
1607,설악산,설악산,백담지구,백담,2018.5.14,652
1608,설악산,설악산,점봉산,점봉산(곰배령),2018.5.14,0
1609,설악산,설악산,설악동,설악동,2018.5.15,5268
1610,설악산,설악산,설악동,설악동 야영장,2018.5.15,40
1611,설악산,설악산,설악동,설악동 탐방안내소,2018.5.15,0
1612,설악산,설악산,오색지구,남설악,2018.5.15,0
1613,설악산,설악산,오색지구,약수터입구,2018.5.15,352
1614,설악산,설악산,오색지구,용소폭포,2018.5.15,525
1615,설악산,설악산,오색지구,흘림골,2018.5.15,0
1616,설악산,설악산,장수대지구,장수대,2018.5.15,0
1617,설악산,설악산,장수대지구,한계령,2018.5.15,0
1618,설악산,설악산,백담지구,남교리,2018.5.15,0
1619,설악산,설악산,백담지구,백담,2018.5.15,885
1620,설악산,설악산,점봉산,점봉산(곰배령),2018.5.15,0
1621,설악산,설악산,설악동,설악동,2018.5.16,2221
1622,설악산,설악산,설악동,설악동 야영장,2018.5.16,12
1623,설악산,설악산,설악동,설악동 탐방안내소,2018.5.16,0
1624,설악산,설악산,오색지구,남설악,2018.5.16,16
1625,설악산,설악산,오색지구,약수터입구,2018.5.16,293
1626,설악산,설악산,오색지구,용소폭포,2018.5.16,32
1627,설악산,설악산,오색지구,흘림골,2018.5.16,0
1628,설악산,설악산,장수대지구,장수대,2018.5.16,7
1629,설악산,설악산,장수대지구,한계령,2018.5.16,112
1630,설악산,설악산,백담지구,남교리,2018.5.16,6
1631,설악산,설악산,백담지구,백담,2018.5.16,381
1632,설악산,설악산,점봉산,점봉산(곰배령),2018.5.16,466
1633,설악산,설악산,설악동,설악동,2018.5.17,3510
1634,설악산,설악산,설악동,설악동 야영장,2018.5.17,16
1635,설악산,설악산,설악동,설악동 탐방안내소,2018.5.17,0
1636,설악산,설악산,오색지구,남설악,2018.5.17,62
1637,설악산,설악산,오색지구,약수터입구,2018.5.17,174
1638,설악산,설악산,오색지구,용소폭포,2018.5.17,60
1639,설악산,설악산,오색지구,흘림골,2018.5.17,0
1640,설악산,설악산,장수대지구,장수대,2018.5.17,3
1641,설악산,설악산,장수대지구,한계령,2018.5.17,42
1642,설악산,설악산,백담지구,남교리,2018.5.17,4
1643,설악산,설악산,백담지구,백담,2018.5.17,375
1644,설악산,설악산,점봉산,점봉산(곰배령),2018.5.17,415
1645,설악산,설악산,설악동,설악동,2018.5.18,2033
1646,설악산,설악산,설악동,설악동 야영장,2018.5.18,192
1647,설악산,설악산,설악동,설악동 탐방안내소,2018.5.18,0
1648,설악산,설악산,오색지구,남설악,2018.5.18,53
1649,설악산,설악산,오색지구,약수터입구,2018.5.18,180
1650,설악산,설악산,오색지구,용소폭포,2018.5.18,49
1651,설악산,설악산,오색지구,흘림골,2018.5.18,0
1652,설악산,설악산,장수대지구,장수대,2018.5.18,4
1653,설악산,설악산,장수대지구,한계령,2018.5.18,77
1654,설악산,설악산,백담지구,남교리,2018.5.18,3
1655,설악산,설악산,백담지구,백담,2018.5.18,323
1656,설악산,설악산,점봉산,점봉산(곰배령),2018.5.18,364
1657,설악산,설악산,설악동,설악동,2018.5.19,11380
1658,설악산,설악산,설악동,설악동 야영장,2018.5.19,692
1659,설악산,설악산,설악동,설악동 탐방안내소,2018.5.19,0
1660,설악산,설악산,오색지구,남설악,2018.5.19,1301
1661,설악산,설악산,오색지구,약수터입구,2018.5.19,971
1662,설악산,설악산,오색지구,용소폭포,2018.5.19,471
1663,설악산,설악산,오색지구,흘림골,2018.5.19,0
1664,설악산,설악산,장수대지구,장수대,2018.5.19,287
1665,설악산,설악산,장수대지구,한계령,2018.5.19,1200
1666,설악산,설악산,백담지구,남교리,2018.5.19,157
1667,설악산,설악산,백담지구,백담,2018.5.19,3206
1668,설악산,설악산,점봉산,점봉산(곰배령),2018.5.19,1099
1669,설악산,설악산,설악동,설악동,2018.5.20,13942
1670,설악산,설악산,설악동,설악동 야영장,2018.5.20,608
1671,설악산,설악산,설악동,설악동 탐방안내소,2018.5.20,0
1672,설악산,설악산,오색지구,남설악,2018.5.20,1154
1673,설악산,설악산,오색지구,약수터입구,2018.5.20,1186
1674,설악산,설악산,오색지구,용소폭포,2018.5.20,342
1675,설악산,설악산,오색지구,흘림골,2018.5.20,0
1676,설악산,설악산,장수대지구,장수대,2018.5.20,394
1677,설악산,설악산,장수대지구,한계령,2018.5.20,910
1678,설악산,설악산,백담지구,남교리,2018.5.20,286
1679,설악산,설악산,백담지구,백담,2018.5.20,3077
1680,설악산,설악산,점봉산,점봉산(곰배령),2018.5.20,1599
1681,설악산,설악산,설악동,설악동,2018.5.21,11810
1682,설악산,설악산,설악동,설악동 야영장,2018.5.21,344
1683,설악산,설악산,설악동,설악동 탐방안내소,2018.5.21,0
1684,설악산,설악산,오색지구,남설악,2018.5.21,224
1685,설악산,설악산,오색지구,약수터입구,2018.5.21,937
1686,설악산,설악산,오색지구,용소폭포,2018.5.21,181
1687,설악산,설악산,오색지구,흘림골,2018.5.21,0
1688,설악산,설악산,장수대지구,장수대,2018.5.21,116
1689,설악산,설악산,장수대지구,한계령,2018.5.21,378
1690,설악산,설악산,백담지구,남교리,2018.5.21,100
1691,설악산,설악산,백담지구,백담,2018.5.21,1618
1692,설악산,설악산,점봉산,점봉산(곰배령),2018.5.21,0
1693,설악산,설악산,설악동,설악동,2018.5.22,7884
