순번,국립공원,사무소,관리지구,탐방지역,일자,전체 탐방객수
11419,설악산,설악산,설악동,설악동,2020.11.16,4330
11420,설악산,설악산,설악동,설악동 야영장,2020.11.16,80
11421,설악산,설악산,오색지구,남설악,2020.11.16,0
11422,설악산,설악산,오색지구,약수터입구,2020.11.16,414
11423,설악산,설악산,오색지구,용소폭포,2020.11.16,34
11424,설악산,설악산,장수대지구,장수대,2020.11.16,16
11425,설악산,설악산,장수대지구,한계령,2020.11.16,0
11426,설악산,설악산,백담지구,남교리,2020.11.16,91
11427,설악산,설악산,백담지구,백담,2020.11.16,313
11428,설악산,설악산,점봉산,점봉산(곰배령),2020.11.16,0
11429,설악산,설악산,설악동,설악동,2020.11.17,3281
11430,설악산,설악산,설악동,설악동 야영장,2020.11.17,64
11431,설악산,설악산,오색지구,남설악,2020.11.17,0
11432,설악산,설악산,오색지구,약수터입구,2020.11.17,289
11433,설악산,설악산,오색지구,용소폭포,2020.11.17,72
11434,설악산,설악산,장수대지구,장수대,2020.11.17,16
11435,설악산,설악산,장수대지구,한계령,2020.11.17,0
11436,설악산,설악산,백담지구,남교리,2020.11.17,0
11437,설악산,설악산,백담지구,백담,2020.11.17,92
11438,설악산,설악산,점봉산,점봉산(곰배령),2020.11.17,0
11439,설악산,설악산,설악동,설악동,2020.11.18,2928
11440,설악산,설악산,설악동,설악동 야영장,2020.11.18,36
11441,설악산,설악산,오색지구,남설악,2020.11.18,0
11442,설악산,설악산,오색지구,약수터입구,2020.11.18,224
11443,설악산,설악산,오색지구,용소폭포,2020.11.18,34
11444,설악산,설악산,장수대지구,장수대,2020.11.18,4
11445,설악산,설악산,장수대지구,한계령,2020.11.18,0
11446,설악산,설악산,백담지구,남교리,2020.11.18,0
11447,설악산,설악산,백담지구,백담,2020.11.18,43
11448,설악산,설악산,점봉산,점봉산(곰배령),2020.11.18,0
11449,설악산,설악산,설악동,설악동,2020.11.19,1388
11450,설악산,설악산,설악동,설악동 야영장,2020.11.19,26
11451,설악산,설악산,오색지구,남설악,2020.11.19,0
11452,설악산,설악산,오색지구,약수터입구,2020.11.19,68
11453,설악산,설악산,오색지구,용소폭포,2020.11.19,8
11454,설악산,설악산,장수대지구,장수대,2020.11.19,5
11455,설악산,설악산,장수대지구,한계령,2020.11.19,0
11456,설악산,설악산,백담지구,남교리,2020.11.19,0
11457,설악산,설악산,백담지구,백담,2020.11.19,28
11458,설악산,설악산,점봉산,점봉산(곰배령),2020.11.19,0
11459,설악산,설악산,설악동,설악동,2020.11.20,3155
11460,설악산,설악산,설악동,설악동 야영장,2020.11.20,220
11461,설악산,설악산,오색지구,남설악,2020.11.20,0
11462,설악산,설악산,오색지구,약수터입구,2020.11.20,316
11463,설악산,설악산,오색지구,용소폭포,2020.11.20,42
11464,설악산,설악산,장수대지구,장수대,2020.11.20,21
11465,설악산,설악산,장수대지구,한계령,2020.11.20,0
11466,설악산,설악산,백담지구,남교리,2020.11.20,0
11467,설악산,설악산,백담지구,백담,2020.11.20,68
11468,설악산,설악산,점봉산,점봉산(곰배령),2020.11.20,0
11469,설악산,설악산,설악동,설악동,2020.11.21,5314
11470,설악산,설악산,설악동,설악동 야영장,2020.11.21,344
11471,설악산,설악산,오색지구,남설악,2020.11.21,0
11472,설악산,설악산,오색지구,약수터입구,2020.11.21,771
11473,설악산,설악산,오색지구,용소폭포,2020.11.21,92
11474,설악산,설악산,장수대지구,장수대,2020.11.21,37
11475,설악산,설악산,장수대지구,한계령,2020.11.21,0
11476,설악산,설악산,백담지구,남교리,2020.11.21,0
11477,설악산,설악산,백담지구,백담,2020.11.21,0
11478,설악산,설악산,점봉산,점봉산(곰배령),2020.11.21,0
11479,설악산,설악산,설악동,설악동,2020.11.22,3825
11480,설악산,설악산,설악동,설악동 야영장,2020.11.22,116
11481,설악산,설악산,오색지구,남설악,2020.11.22,0
11482,설악산,설악산,오색지구,약수터입구,2020.11.22,304
11483,설악산,설악산,오색지구,용소폭포,2020.11.22,56
11484,설악산,설악산,장수대지구,장수대,2020.11.22,20
11485,설악산,설악산,장수대지구,한계령,2020.11.22,0
11486,설악산,설악산,백담지구,남교리,2020.11.22,0
11487,설악산,설악산,백담지구,백담,2020.11.22,0
11488,설악산,설악산,점봉산,점봉산(곰배령),2020.11.22,0
11489,설악산,설악산,설악동,설악동,2020.11.23,2849
11490,설악산,설악산,설악동,설악동 야영장,2020.11.23,64
11491,설악산,설악산,오색지구,남설악,2020.11.23,0
11492,설악산,설악산,오색지구,약수터입구,2020.11.23,182
11493,설악산,설악산,오색지구,용소폭포,2020.11.23,13
11494,설악산,설악산,장수대지구,장수대,2020.11.23,8
11495,설악산,설악산,장수대지구,한계령,2020.11.23,0
11496,설악산,설악산,백담지구,남교리,2020.11.23,0
11497,설악산,설악산,백담지구,백담,2020.11.23,0
11498,설악산,설악산,점봉산,점봉산(곰배령),2020.11.23,0
11499,설악산,설악산,설악동,설악동,2020.11.24,2042
11500,설악산,설악산,설악동,설악동 야영장,2020.11.24,76
11501,설악산,설악산,오색지구,남설악,2020.11.24,0
11502,설악산,설악산,오색지구,약수터입구,2020.11.24,155
11503,설악산,설악산,오색지구,용소폭포,2020.11.24,24
11504,설악산,설악산,장수대지구,장수대,2020.11.24,10
11505,설악산,설악산,장수대지구,한계령,2020.11.24,0
11506,설악산,설악산,백담지구,남교리,2020.11.24,0
11507,설악산,설악산,백담지구,백담,2020.11.24,32
11508,설악산,설악산,점봉산,점봉산(곰배령),2020.11.24,0
11509,설악산,설악산,설악동,설악동,2020.11.25,2042
11510,설악산,설악산,설악동,설악동 야영장,2020.11.25,56
11511,설악산,설악산,오색지구,남설악,2020.11.25,0
11512,설악산,설악산,오색지구,약수터입구,2020.11.25,198
11513,설악산,설악산,오색지구,용소폭포,2020.11.25,22
11514,설악산,설악산,장수대지구,장수대,2020.11.25,11
11515,설악산,설악산,장수대지구,한계령,2020.11.25,0
11516,설악산,설악산,백담지구,남교리,2020.11.25,0
11517,설악산,설악산,점봉산,점봉산(곰배령),2020.11.25,0
11518,설악산,설악산,설악동,설악동,2020.11.26,2094
11519,설악산,설악산,설악동,설악동 야영장,2020.11.26,56
11520,설악산,설악산,오색지구,남설악,2020.11.26,0
11521,설악산,설악산,오색지구,약수터입구,2020.11.26,193
11522,설악산,설악산,오색지구,용소폭포,2020.11.26,37
11523,설악산,설악산,장수대지구,장수대,2020.11.26,0
11524,설악산,설악산,장수대지구,한계령,2020.11.26,0
11525,설악산,설악산,백담지구,남교리,2020.11.26,0
11526,설악산,설악산,백담지구,백담,2020.11.26,211
11527,설악산,설악산,점봉산,점봉산(곰배령),2020.11.26,0
11528,설악산,설악산,설악동,설악동,2020.11.27,2544
11529,설악산,설악산,설악동,설악동 야영장,2020.11.27,216
11530,설악산,설악산,오색지구,남설악,2020.11.27,0
11531,설악산,설악산,오색지구,약수터입구,2020.11.27,130
11532,설악산,설악산,오색지구,용소폭포,2020.11.27,27
11533,설악산,설악산,장수대지구,장수대,2020.11.27,4
11534,설악산,설악산,장수대지구,한계령,2020.11.27,0
11535,설악산,설악산,백담지구,남교리,2020.11.27,0
11536,설악산,설악산,백담지구,백담,2020.11.27,125
11537,설악산,설악산,점봉산,점봉산(곰배령),2020.11.27,0
11538,설악산,설악산,설악동,설악동,2020.11.28,4369
11539,설악산,설악산,설악동,설악동 야영장,2020.11.28,304
11540,설악산,설악산,오색지구,남설악,2020.11.28,0
11541,설악산,설악산,오색지구,약수터입구,2020.11.28,490
11542,설악산,설악산,오색지구,용소폭포,2020.11.28,70
11543,설악산,설악산,장수대지구,장수대,2020.11.28,56
11544,설악산,설악산,장수대지구,한계령,2020.11.28,0
11545,설악산,설악산,백담지구,남교리,2020.11.28,0
11546,설악산,설악산,백담지구,백담,2020.11.28,515
11547,설악산,설악산,점봉산,점봉산(곰배령),2020.11.28,0
11548,설악산,설악산,설악동,설악동,2020.11.29,2816
11549,설악산,설악산,설악동,설악동 야영장,2020.11.29,25
11550,설악산,설악산,오색지구,약수터입구,2020.11.29,256
11551,설악산,설악산,오색지구,용소폭포,2020.11.29,30
11552,설악산,설악산,백담지구,백담,2020.11.29,120
11553,설악산,설악산,설악동,설악동,2020.11.30,1496
11554,설악산,설악산,설악동,설악동 야영장,2020.11.30,44
11555,설악산,설악산,오색지구,남설악,2020.11.30,0
11556,설악산,설악산,오색지구,약수터입구,2020.11.30,106
11557,설악산,설악산,오색지구,용소폭포,2020.11.30,8
11558,설악산,설악산,장수대지구,장수대,2020.11.30,11
11559,설악산,설악산,장수대지구,한계령,2020.11.30,0
11560,설악산,설악산,백담지구,남교리,2020.11.30,0
11561,설악산,설악산,백담지구,백담,2020.11.30,158
11562,설악산,설악산,점봉산,점봉산(곰배령),2020.11.30,0
11563,설악산,설악산,설악동,설악동,2020.12.1,1925
11564,설악산,설악산,설악동,설악동 야영장,2020.12.1,36
11565,설악산,설악산,오색지구,남설악,2020.12.1,0
11566,설악산,설악산,오색지구,약수터입구,2020.12.1,120
11567,설악산,설악산,오색지구,용소폭포,2020.12.1,0
11568,설악산,설악산,장수대지구,장수대,2020.12.1,0
11569,설악산,설악산,장수대지구,한계령,2020.12.1,0
11570,설악산,설악산,백담지구,남교리,2020.12.1,0
11571,설악산,설악산,백담지구,백담,2020.12.1,1707
11572,설악산,설악산,점봉산,점봉산(곰배령),2020.12.1,0
11573,설악산,설악산,설악동,설악동,2020.12.2,1902
11574,설악산,설악산,설악동,설악동 야영장,2020.12.2,33
11575,설악산,설악산,오색지구,남설악,2020.12.2,0
11576,설악산,설악산,오색지구,약수터입구,2020.12.2,125
11577,설악산,설악산,오색지구,용소폭포,2020.12.2,0
11578,설악산,설악산,장수대지구,장수대,2020.12.2,6
11579,설악산,설악산,장수대지구,한계령,2020.12.2,0
11580,설악산,설악산,백담지구,남교리,2020.12.2,0
11581,설악산,설악산,백담지구,백담,2020.12.2,2813
11582,설악산,설악산,점봉산,점봉산(곰배령),2020.12.2,0
11583,설악산,설악산,설악동,설악동,2020.12.3,1777
11584,설악산,설악산,설악동,설악동 야영장,2020.12.3,54
11585,설악산,설악산,오색지구,남설악,2020.12.3,0
11586,설악산,설악산,오색지구,약수터입구,2020.12.3,105
11587,설악산,설악산,오색지구,용소폭포,2020.12.3,10
11588,설악산,설악산,장수대지구,장수대,2020.12.3,10
11589,설악산,설악산,장수대지구,한계령,2020.12.3,0
11590,설악산,설악산,백담지구,남교리,2020.12.3,0
11591,설악산,설악산,백담지구,백담,2020.12.3,162
11592,설악산,설악산,점봉산,점봉산(곰배령),2020.12.3,0
11593,설악산,설악산,설악동,설악동,2020.12.4,2344
11594,설악산,설악산,설악동,설악동 야영장,2020.12.4,90
11595,설악산,설악산,오색지구,남설악,2020.12.4,0
11596,설악산,설악산,오색지구,약수터입구,2020.12.4,144
11597,설악산,설악산,오색지구,용소폭포,2020.12.4,9
11598,설악산,설악산,장수대지구,장수대,2020.12.4,4
11599,설악산,설악산,장수대지구,한계령,2020.12.4,0
11600,설악산,설악산,백담지구,남교리,2020.12.4,0
11601,설악산,설악산,백담지구,백담,2020.12.4,142
11602,설악산,설악산,점봉산,점봉산(곰배령),2020.12.4,0
11603,설악산,설악산,설악동,설악동,2020.12.5,3981
11604,설악산,설악산,설악동,설악동 야영장,2020.12.5,114
11605,설악산,설악산,오색지구,남설악,2020.12.5,0
11606,설악산,설악산,오색지구,약수터입구,2020.12.5,144
11607,설악산,설악산,오색지구,용소폭포,2020.12.5,9
11608,설악산,설악산,장수대지구,장수대,2020.12.5,4
11609,설악산,설악산,장수대지구,한계령,2020.12.5,0
11610,설악산,설악산,백담지구,남교리,2020.12.5,0
11611,설악산,설악산,백담지구,백담,2020.12.5,451
11612,설악산,설악산,점봉산,점봉산(곰배령),2020.12.5,0
11613,설악산,설악산,설악동,설악동,2020.12.6,3373
11614,설악산,설악산,설악동,설악동 야영장,2020.12.6,66
11615,설악산,설악산,오색지구,남설악,2020.12.6,0
11616,설악산,설악산,오색지구,약수터입구,2020.12.6,309
11617,설악산,설악산,오색지구,용소폭포,2020.12.6,44
11618,설악산,설악산,장수대지구,장수대,2020.12.6,27
11619,설악산,설악산,장수대지구,한계령,2020.12.6,0
11620,설악산,설악산,백담지구,남교리,2020.12.6,0
11621,설악산,설악산,백담지구,백담,2020.12.6,491
11622,설악산,설악산,점봉산,점봉산(곰배령),2020.12.6,0
11623,설악산,설악산,설악동,설악동,2020.12.7,2038
11624,설악산,설악산,설악동,설악동 야영장,2020.12.7,48
11625,설악산,설악산,오색지구,남설악,2020.12.7,0
11626,설악산,설악산,오색지구,약수터입구,2020.12.7,81
11627,설악산,설악산,오색지구,용소폭포,2020.12.7,16
11628,설악산,설악산,장수대지구,장수대,2020.12.7,9
11629,설악산,설악산,장수대지구,한계령,2020.12.7,0
11630,설악산,설악산,백담지구,남교리,2020.12.7,0
11631,설악산,설악산,백담지구,백담,2020.12.7,141
11632,설악산,설악산,점봉산,점봉산(곰배령),2020.12.7,0
11633,설악산,설악산,설악동,설악동,2020.12.8,1960
11634,설악산,설악산,설악동,설악동 야영장,2020.12.8,48
11635,설악산,설악산,오색지구,남설악,2020.12.8,0
11636,설악산,설악산,오색지구,약수터입구,2020.12.8,159
11637,설악산,설악산,오색지구,용소폭포,2020.12.8,12
11638,설악산,설악산,장수대지구,장수대,2020.12.8,24
11639,설악산,설악산,장수대지구,한계령,2020.12.8,0
11640,설악산,설악산,백담지구,남교리,2020.12.8,0
11641,설악산,설악산,백담지구,백담,2020.12.8,151
11642,설악산,설악산,점봉산,점봉산(곰배령),2020.12.8,0
11643,설악산,설악산,설악동,설악동,2020.12.9,1741
11644,설악산,설악산,설악동,설악동 야영장,2020.12.9,45
11645,설악산,설악산,오색지구,남설악,2020.12.9,0
11646,설악산,설악산,오색지구,약수터입구,2020.12.9,102
11647,설악산,설악산,오색지구,용소폭포,2020.12.9,16
11648,설악산,설악산,장수대지구,장수대,2020.12.9,14
11649,설악산,설악산,장수대지구,한계령,2020.12.9,0
11650,설악산,설악산,백담지구,남교리,2020.12.9,0
11651,설악산,설악산,백담지구,백담,2020.12.9,117
11652,설악산,설악산,점봉산,점봉산(곰배령),2020.12.9,0
11653,설악산,설악산,설악동,설악동,2020.12.10,1691
11654,설악산,설악산,설악동,설악동 야영장,2020.12.10,66
11655,설악산,설악산,오색지구,남설악,2020.12.10,0
11656,설악산,설악산,오색지구,약수터입구,2020.12.10,159
11657,설악산,설악산,오색지구,용소폭포,2020.12.10,16
11658,설악산,설악산,장수대지구,장수대,2020.12.10,3
11659,설악산,설악산,장수대지구,한계령,2020.12.10,0
11660,설악산,설악산,백담지구,남교리,2020.12.10,0
11661,설악산,설악산,백담지구,백담,2020.12.10,160
11662,설악산,설악산,점봉산,점봉산(곰배령),2020.12.10,0
11663,설악산,설악산,설악동,설악동,2020.12.11,1420
11664,설악산,설악산,설악동,설악동 야영장,2020.12.11,96
11665,설악산,설악산,오색지구,남설악,2020.12.11,0
11666,설악산,설악산,오색지구,약수터입구,2020.12.11,142
11667,설악산,설악산,오색지구,용소폭포,2020.12.11,5
11668,설악산,설악산,장수대지구,장수대,2020.12.11,16
11669,설악산,설악산,장수대지구,한계령,2020.12.11,47
11670,설악산,설악산,백담지구,남교리,2020.12.11,7
11671,설악산,설악산,백담지구,백담,2020.12.11,66
11672,설악산,설악산,점봉산,점봉산(곰배령),2020.12.11,0
11673,설악산,설악산,설악동,설악동,2020.12.12,3869
11674,설악산,설악산,설악동,설악동 야영장,2020.12.12,102
11675,설악산,설악산,오색지구,남설악,2020.12.12,0
11676,설악산,설악산,오색지구,약수터입구,2020.12.12,446
11677,설악산,설악산,오색지구,용소폭포,2020.12.12,65
11678,설악산,설악산,장수대지구,장수대,2020.12.12,28
11679,설악산,설악산,장수대지구,한계령,2020.12.12,0
11680,설악산,설악산,백담지구,남교리,2020.12.12,0
11681,설악산,설악산,백담지구,백담,2020.12.12,353
11682,설악산,설악산,점봉산,점봉산(곰배령),2020.12.12,0
11683,설악산,설악산,설악동,설악동,2020.12.13,2266
11684,설악산,설악산,설악동,설악동 야영장,2020.12.13,69
11685,설악산,설악산,오색지구,남설악,2020.12.13,0
11686,설악산,설악산,오색지구,약수터입구,2020.12.13,174
11687,설악산,설악산,오색지구,용소폭포,2020.12.13,11
11688,설악산,설악산,장수대지구,장수대,2020.12.13,15
11689,설악산,설악산,장수대지구,한계령,2020.12.13,0
11690,설악산,설악산,백담지구,남교리,2020.12.13,0
11691,설악산,설악산,백담지구,백담,2020.12.13,61
11692,설악산,설악산,점봉산,점봉산(곰배령),2020.12.13,0
11693,설악산,설악산,설악동,설악동,2020.12.14,1213
11694,설악산,설악산,설악동,설악동 야영장,2020.12.14,12
11695,설악산,설악산,오색지구,남설악,2020.12.14,0
11696,설악산,설악산,오색지구,약수터입구,2020.12.14,54
11697,설악산,설악산,오색지구,용소폭포,2020.12.14,1
11698,설악산,설악산,장수대지구,장수대,2020.12.14,0
11699,설악산,설악산,장수대지구,한계령,2020.12.14,0
11700,설악산,설악산,백담지구,남교리,2020.12.14,0
11701,설악산,설악산,백담지구,백담,2020.12.14,42
11702,설악산,설악산,점봉산,점봉산(곰배령),2020.12.14,0
11703,설악산,설악산,설악동,설악동,2020.12.15,1042
11704,설악산,설악산,설악동,설악동 야영장,2020.12.15,15
11705,설악산,설악산,오색지구,남설악,2020.12.15,0
11706,설악산,설악산,오색지구,약수터입구,2020.12.15,39
11707,설악산,설악산,오색지구,용소폭포,2020.12.15,0
11708,설악산,설악산,장수대지구,장수대,2020.12.15,11
11709,설악산,설악산,장수대지구,한계령,2020.12.15,0
11710,설악산,설악산,백담지구,남교리,2020.12.15,0
11711,설악산,설악산,백담지구,백담,2020.12.15,18
11712,설악산,설악산,점봉산,점봉산(곰배령),2020.12.15,0
11713,설악산,설악산,설악동,설악동,2020.12.16,1467
11714,설악산,설악산,설악동,설악동 야영장,2020.12.16,21
11715,설악산,설악산,오색지구,남설악,2020.12.16,45
11716,설악산,설악산,오색지구,약수터입구,2020.12.16,80
11717,설악산,설악산,오색지구,용소폭포,2020.12.16,4
11718,설악산,설악산,장수대지구,장수대,2020.12.16,13
11719,설악산,설악산,장수대지구,한계령,2020.12.16,22
11720,설악산,설악산,백담지구,남교리,2020.12.16,0
11721,설악산,설악산,백담지구,백담,2020.12.16,12
11722,설악산,설악산,점봉산,점봉산(곰배령),2020.12.16,14
11723,설악산,설악산,설악동,설악동,2020.12.17,1478
11724,설악산,설악산,설악동,설악동 야영장,2020.12.17,42
11725,설악산,설악산,오색지구,남설악,2020.12.17,1
11726,설악산,설악산,오색지구,약수터입구,2020.12.17,80
11727,설악산,설악산,오색지구,용소폭포,2020.12.17,4
11728,설악산,설악산,장수대지구,장수대,2020.12.17,13
11729,설악산,설악산,장수대지구,한계령,2020.12.17,22
11730,설악산,설악산,백담지구,남교리,2020.12.17,1
11731,설악산,설악산,백담지구,백담,2020.12.17,12
11732,설악산,설악산,점봉산,점봉산(곰배령),2020.12.17,3
11733,설악산,설악산,설악동,설악동,2020.12.18,1420
11734,설악산,설악산,설악동,설악동 야영장,2020.12.18,75
11735,설악산,설악산,오색지구,남설악,2020.12.18,57
11736,설악산,설악산,오색지구,약수터입구,2020.12.18,142
11737,설악산,설악산,오색지구,용소폭포,2020.12.18,5
11738,설악산,설악산,장수대지구,장수대,2020.12.18,16
11739,설악산,설악산,장수대지구,한계령,2020.12.18,47
11740,설악산,설악산,백담지구,남교리,2020.12.18,7
11741,설악산,설악산,백담지구,백담,2020.12.18,48
11742,설악산,설악산,점봉산,점봉산(곰배령),2020.12.18,29
11743,설악산,설악산,설악동,설악동,2020.12.19,2465
11744,설악산,설악산,설악동,설악동 야영장,2020.12.19,72
11745,설악산,설악산,오색지구,남설악,2020.12.19,186
11746,설악산,설악산,오색지구,약수터입구,2020.12.19,243
11747,설악산,설악산,오색지구,용소폭포,2020.12.19,15
11748,설악산,설악산,장수대지구,장수대,2020.12.19,31
11749,설악산,설악산,장수대지구,한계령,2020.12.19,74
11750,설악산,설악산,백담지구,남교리,2020.12.19,1
11751,설악산,설악산,백담지구,백담,2020.12.19,107
11752,설악산,설악산,점봉산,점봉산(곰배령),2020.12.19,116
11753,설악산,설악산,설악동,설악동,2020.12.20,2820
11754,설악산,설악산,설악동,설악동 야영장,2020.12.20,33
11755,설악산,설악산,오색지구,남설악,2020.12.20,18
11756,설악산,설악산,오색지구,약수터입구,2020.12.20,182
11757,설악산,설악산,오색지구,용소폭포,2020.12.20,33
11758,설악산,설악산,장수대지구,장수대,2020.12.20,32
11759,설악산,설악산,장수대지구,한계령,2020.12.20,39
11760,설악산,설악산,백담지구,남교리,2020.12.20,18
11761,설악산,설악산,백담지구,백담,2020.12.20,72
11762,설악산,설악산,점봉산,점봉산(곰배령),2020.12.20,38
11763,설악산,설악산,설악동,설악동,2020.12.21,1966
11764,설악산,설악산,설악동,설악동 야영장,2020.12.21,42
11765,설악산,설악산,오색지구,남설악,2020.12.21,47
11766,설악산,설악산,오색지구,약수터입구,2020.12.21,41
11767,설악산,설악산,오색지구,용소폭포,2020.12.21,13
11768,설악산,설악산,장수대지구,장수대,2020.12.21,27
11769,설악산,설악산,장수대지구,한계령,2020.12.21,32
11770,설악산,설악산,백담지구,남교리,2020.12.21,8
11771,설악산,설악산,백담지구,백담,2020.12.21,32
11772,설악산,설악산,점봉산,점봉산(곰배령),2020.12.21,0
11773,설악산,설악산,설악동,설악동,2020.12.22,1425
11774,설악산,설악산,설악동,설악동 야영장,2020.12.22,63
11775,설악산,설악산,오색지구,남설악,2020.12.22,28
11776,설악산,설악산,오색지구,약수터입구,2020.12.22,99
11777,설악산,설악산,오색지구,용소폭포,2020.12.22,24
11778,설악산,설악산,장수대지구,장수대,2020.12.22,12
11779,설악산,설악산,장수대지구,한계령,2020.12.22,25
11780,설악산,설악산,백담지구,남교리,2020.12.22,0
11781,설악산,설악산,백담지구,백담,2020.12.22,44
11782,설악산,설악산,점봉산,점봉산(곰배령),2020.12.22,0
11783,설악산,설악산,설악동,설악동,2020.12.23,1635
11784,설악산,설악산,설악동,설악동 야영장,2020.12.23,57
11785,설악산,설악산,오색지구,남설악,2020.12.23,37
11786,설악산,설악산,오색지구,약수터입구,2020.12.23,111
11787,설악산,설악산,오색지구,용소폭포,2020.12.23,10
11788,설악산,설악산,장수대지구,장수대,2020.12.23,5
11789,설악산,설악산,장수대지구,한계령,2020.12.23,31
11790,설악산,설악산,백담지구,남교리,2020.12.23,3
11791,설악산,설악산,백담지구,백담,2020.12.23,54
11792,설악산,설악산,점봉산,점봉산(곰배령),2020.12.23,23
11793,설악산,설악산,설악동,설악동,2020.12.24,1831
11794,설악산,설악산,설악동,설악동 야영장,2020.12.24,96
11795,설악산,설악산,오색지구,남설악,2020.12.24,65
11796,설악산,설악산,오색지구,약수터입구,2020.12.24,117
11797,설악산,설악산,오색지구,용소폭포,2020.12.24,9
11798,설악산,설악산,장수대지구,장수대,2020.12.24,12
11799,설악산,설악산,장수대지구,한계령,2020.12.24,24
11800,설악산,설악산,백담지구,남교리,2020.12.24,7
11801,설악산,설악산,백담지구,백담,2020.12.24,53
11802,설악산,설악산,점봉산,점봉산(곰배령),2020.12.24,11
11803,설악산,설악산,설악동,설악동,2020.12.25,2260
11804,설악산,설악산,설악동,설악동 야영장,2020.12.25,135
11805,설악산,설악산,오색지구,남설악,2020.12.25,170
11806,설악산,설악산,오색지구,약수터입구,2020.12.25,313
11807,설악산,설악산,오색지구,용소폭포,2020.12.25,34
11808,설악산,설악산,장수대지구,장수대,2020.12.25,25
11809,설악산,설악산,장수대지구,한계령,2020.12.25,84
11810,설악산,설악산,백담지구,남교리,2020.12.25,33
11811,설악산,설악산,백담지구,백담,2020.12.25,157
11812,설악산,설악산,점봉산,점봉산(곰배령),2020.12.25,9
11813,설악산,설악산,설악동,설악동,2020.12.26,2365
11814,설악산,설악산,설악동,설악동 야영장,2020.12.26,99
11815,설악산,설악산,오색지구,남설악,2020.12.26,184
11816,설악산,설악산,오색지구,약수터입구,2020.12.26,313
11817,설악산,설악산,오색지구,용소폭포,2020.12.26,42
11818,설악산,설악산,장수대지구,장수대,2020.12.26,55
11819,설악산,설악산,장수대지구,한계령,2020.12.26,156
11820,설악산,설악산,백담지구,남교리,2020.12.26,29
11821,설악산,설악산,백담지구,백담,2020.12.26,45
11822,설악산,설악산,점봉산,점봉산(곰배령),2020.12.26,11
11823,설악산,설악산,설악동,설악동,2020.12.27,3407
11824,설악산,설악산,설악동,설악동 야영장,2020.12.27,90
11825,설악산,설악산,오색지구,남설악,2020.12.27,115
11826,설악산,설악산,오색지구,약수터입구,2020.12.27,464
11827,설악산,설악산,오색지구,용소폭포,2020.12.27,33
11828,설악산,설악산,장수대지구,장수대,2020.12.27,12
11829,설악산,설악산,장수대지구,한계령,2020.12.27,87
11830,설악산,설악산,백담지구,남교리,2020.12.27,19
11831,설악산,설악산,백담지구,백담,2020.12.27,99
11832,설악산,설악산,점봉산,점봉산(곰배령),2020.12.27,3
11833,설악산,설악산,설악동,설악동,2020.12.28,2795
11834,설악산,설악산,설악동,설악동 야영장,2020.12.28,93
11835,설악산,설악산,오색지구,남설악,2020.12.28,99
11836,설악산,설악산,오색지구,약수터입구,2020.12.28,216
11837,설악산,설악산,오색지구,용소폭포,2020.12.28,28
11838,설악산,설악산,장수대지구,장수대,2020.12.28,20
11839,설악산,설악산,장수대지구,한계령,2020.12.28,55
11840,설악산,설악산,백담지구,남교리,2020.12.28,8
11841,설악산,설악산,백담지구,백담,2020.12.28,102
11842,설악산,설악산,점봉산,점봉산(곰배령),2020.12.28,0
11843,설악산,설악산,설악동,설악동,2020.12.29,2336
11844,설악산,설악산,설악동,설악동 야영장,2020.12.29,78
11845,설악산,설악산,오색지구,남설악,2020.12.29,99
11846,설악산,설악산,오색지구,약수터입구,2020.12.29,216
11847,설악산,설악산,오색지구,용소폭포,2020.12.29,12
11848,설악산,설악산,장수대지구,장수대,2020.12.29,12
11849,설악산,설악산,장수대지구,한계령,2020.12.29,26
11850,설악산,설악산,백담지구,남교리,2020.12.29,3
11851,설악산,설악산,백담지구,백담,2020.12.29,52
11852,설악산,설악산,점봉산,점봉산(곰배령),2020.12.29,0
11853,설악산,설악산,설악동,설악동,2020.12.30,2172
11854,설악산,설악산,설악동,설악동 야영장,2020.12.30,87
11855,설악산,설악산,오색지구,남설악,2020.12.30,30
11856,설악산,설악산,오색지구,용소폭포,2020.12.30,2
11857,설악산,설악산,장수대지구,한계령,2020.12.30,30
11858,설악산,설악산,백담지구,남교리,2020.12.30,9
11859,설악산,설악산,백담지구,백담,2020.12.30,62
11860,설악산,설악산,점봉산,점봉산(곰배령),2020.12.30,1
11861,설악산,설악산,설악동,설악동,2020.12.31,958
11862,설악산,설악산,설악동,설악동 야영장,2020.12.31,78
11863,설악산,설악산,오색지구,남설악,2020.12.31,40
11864,설악산,설악산,오색지구,약수터입구,2020.12.31,65
11865,설악산,설악산,오색지구,용소폭포,2020.12.31,3
11866,설악산,설악산,장수대지구,장수대,2020.12.31,8
11867,설악산,설악산,장수대지구,한계령,2020.12.31,39
11868,설악산,설악산,백담지구,남교리,2020.12.31,6
11869,설악산,설악산,백담지구,백담,2020.12.31,37
11870,설악산,설악산,점봉산,점봉산(곰배령),2020.12.31,2
11871,설악산,설악산,설악동,설악동,2021.1.1,2315
11872,설악산,설악산,설악동,야영장,2021.1.1,93
11873,설악산,설악산,오색지구,남설악,2021.1.1,125
11874,설악산,설악산,오색지구,약수터입구,2021.1.1,299
11875,설악산,설악산,오색지구,용소폭포,2021.1.1,22
11876,설악산,설악산,오색지구,흘림골,2021.1.1,0
11877,설악산,설악산,장수대지구,장수대,2021.1.1,30
