"	90",속초,2018.8.1,,,
"	90",속초,2018.8.2,,,
"	90",속초,2018.8.3,,,
"	90",속초,2018.8.4,,,
"	90",속초,2018.8.5,68.5,45.7,22:34
"	90",속초,2018.8.6,226.2,70.1,6:26
"	90",속초,2018.8.7,0.1,0.1,
"	90",속초,2018.8.8,0.9,0.9,15:35
"	90",속초,2018.8.9,13.3,5.2,20:28
"	90",속초,2018.8.10,7.8,3.8,10:45
"	90",속초,2018.8.11,,,
"	90",속초,2018.8.12,,,
"	90",속초,2018.8.13,2.4,2.4,4:47
"	90",속초,2018.8.14,,,
"	90",속초,2018.8.15,17.6,17.5,20:37
"	90",속초,2018.8.16,5.9,3,7:10
"	90",속초,2018.8.17,0,0,
"	90",속초,2018.8.18,,,
"	90",속초,2018.8.19,,,
"	90",속초,2018.8.20,,,
"	90",속초,2018.8.21,0.1,0.1,
"	90",속초,2018.8.22,,,
"	90",속초,2018.8.23,2.3,1,22:36
"	90",속초,2018.8.24,97.2,37.3,10:30
"	90",속초,2018.8.25,,,
"	90",속초,2018.8.26,,,
"	90",속초,2018.8.27,0.6,0.6,16:09
"	90",속초,2018.8.28,17.7,7.3,20:22
"	90",속초,2018.8.29,164,25.1,5:21
"	90",속초,2018.8.30,,,
"	90",속초,2018.8.31,0.4,0.4,5:52
"	90",속초,2018.9.1,,,
"	90",속초,2018.9.2,,,
"	90",속초,2018.9.3,14,8.5,18:37
"	90",속초,2018.9.4,3.4,2.4,0:04
"	90",속초,2018.9.5,,,
"	90",속초,2018.9.6,,,
"	90",속초,2018.9.7,,,
"	90",속초,2018.9.8,,,
"	90",속초,2018.9.9,5.7,5.6,17:09
"	90",속초,2018.9.10,0,0,
"	90",속초,2018.9.11,,,
"	90",속초,2018.9.12,,,
"	90",속초,2018.9.13,,,
"	90",속초,2018.9.14,0.1,0.1,
"	90",속초,2018.9.15,0.4,0.3,18:04
"	90",속초,2018.9.16,0.6,0.6,3:23
"	90",속초,2018.9.17,,,
"	90",속초,2018.9.18,,,
"	90",속초,2018.9.19,0.3,0.3,21:45
"	90",속초,2018.9.20,17.2,4,6:46
"	90",속초,2018.9.21,24.4,4.9,7:34
"	90",속초,2018.9.22,,,
"	90",속초,2018.9.23,,,
"	90",속초,2018.9.24,,,
"	90",속초,2018.9.25,,,
"	90",속초,2018.9.26,,,
"	90",속초,2018.9.27,,,
"	90",속초,2018.9.28,,,
"	90",속초,2018.9.29,,,
"	90",속초,2018.9.30,,,
"	90",속초,2018.10.1,,,
"	90",속초,2018.10.2,,,
"	90",속초,2018.10.3,,,
"	90",속초,2018.10.4,0.3,0.3,16:05
"	90",속초,2018.10.5,25.9,3.8,17:56
"	90",속초,2018.10.6,130,16.2,10:59
"	90",속초,2018.10.7,,,
"	90",속초,2018.10.8,,,
"	90",속초,2018.10.9,0,0,
"	90",속초,2018.10.10,0,0,
"	90",속초,2018.10.11,,,
"	90",속초,2018.10.12,,,
"	90",속초,2018.10.13,,,
"	90",속초,2018.10.14,,,
"	90",속초,2018.10.15,,,
"	90",속초,2018.10.16,0,0,
"	90",속초,2018.10.17,41.5,17.4,23:05
"	90",속초,2018.10.18,59.4,28.9,7:08
"	90",속초,2018.10.19,,,
"	90",속초,2018.10.20,,,
"	90",속초,2018.10.21,,,
"	90",속초,2018.10.22,,,
"	90",속초,2018.10.23,0,0,
"	90",속초,2018.10.24,,,
"	90",속초,2018.10.25,,,
"	90",속초,2018.10.26,0,0,
"	90",속초,2018.10.27,,,
"	90",속초,2018.10.28,0.5,0.3,14:10
"	90",속초,2018.10.29,0,0,
"	90",속초,2018.10.30,,,
"	90",속초,2018.10.31,,,
"	90",속초,2018.11.1,,,
"	90",속초,2018.11.2,,,
"	90",속초,2018.11.3,,,
"	90",속초,2018.11.4,,,
"	90",속초,2018.11.5,0,,
"	90",속초,2018.11.6,9.8,,
"	90",속초,2018.11.7,152.8,,
"	90",속초,2018.11.8,27.8,,
"	90",속초,2018.11.9,0.3,,
"	90",속초,2018.11.10,,,
"	90",속초,2018.11.11,,,
"	90",속초,2018.11.12,0.2,,
"	90",속초,2018.11.13,10.9,,
"	90",속초,2018.11.14,4.7,,
"	90",속초,2018.11.15,,,
"	90",속초,2018.11.16,,,
"	90",속초,2018.11.17,,,
"	90",속초,2018.11.18,,,
"	90",속초,2018.11.19,,,
"	90",속초,2018.11.20,,,
"	90",속초,2018.11.21,,,
"	90",속초,2018.11.22,,,
"	90",속초,2018.11.23,,,
"	90",속초,2018.11.24,0.9,,
"	90",속초,2018.11.25,,,
"	90",속초,2018.11.26,,,
"	90",속초,2018.11.27,,,
"	90",속초,2018.11.28,,,
"	90",속초,2018.11.29,,,
"	90",속초,2018.11.30,,,
"	90",속초,2018.12.1,,,
"	90",속초,2018.12.2,,,
"	90",속초,2018.12.3,2.4,,
"	90",속초,2018.12.4,7.1,,
"	90",속초,2018.12.5,,,
"	90",속초,2018.12.6,0.6,,
"	90",속초,2018.12.7,,,
"	90",속초,2018.12.8,,,
"	90",속초,2018.12.9,,,
"	90",속초,2018.12.10,,,
"	90",속초,2018.12.11,0.3,,
"	90",속초,2018.12.12,,,
"	90",속초,2018.12.13,,,
"	90",속초,2018.12.14,,,
"	90",속초,2018.12.15,,,
"	90",속초,2018.12.16,,,
"	90",속초,2018.12.17,,,
"	90",속초,2018.12.18,,,
"	90",속초,2018.12.19,,,
"	90",속초,2018.12.20,,,
"	90",속초,2018.12.21,,,
"	90",속초,2018.12.22,,,
"	90",속초,2018.12.23,,,
"	90",속초,2018.12.24,,,
"	90",속초,2018.12.25,,,
"	90",속초,2018.12.26,,,
"	90",속초,2018.12.27,,,
"	90",속초,2018.12.28,,,
"	90",속초,2018.12.29,,,
"	90",속초,2018.12.30,,,
"	90",속초,2018.12.31,,,
"	90",속초,2019.1.1,,,
"	90",속초,2019.1.2,,,
"	90",속초,2019.1.3,,,
"	90",속초,2019.1.4,,,
